Date,Close
2011-05-23,7.1499
2011-05-24,7.4200
2011-05-25,8.3997
2011-05-26,8.7980
2011-05-27,8.5002
2011-05-28,8.3001
2011-05-29,8.4299
2011-05-30,8.8000
2011-05-31,8.7410
2011-06-01,9.5700
2011-06-02,10.6000
2011-06-03,14.2900
2011-06-04,18.8900
2011-06-05,16.7000
2011-06-06,18.5499
2011-06-07,23.9234
2011-06-08,29.6000
2011-06-09,28.9190
2011-06-10,23.9497
2011-06-11,14.6511
2011-06-12,18.5464
2011-06-13,19.8400
2011-06-14,19.2800
2011-06-15,19.4900
2011-06-16,17.0000
2011-06-17,15.6810
2011-06-18,16.8900
2011-06-19,17.5100
2011-06-20,17.5100
2011-06-21,17.5100
2011-06-22,17.5100
2011-06-23,17.5100
2011-06-24,17.5100
2011-06-25,17.5100
2011-06-26,16.4500
2011-06-27,16.7500
2011-06-28,16.9498
2011-06-29,16.8450
2011-06-30,16.1010
2011-07-01,15.3970
2011-07-02,15.4000
2011-07-03,15.4405
2011-07-04,13.8600
2011-07-05,12.9069
2011-07-06,14.7835
2011-07-07,14.7761
2011-07-08,14.3140
2011-07-09,14.3800
2011-07-10,14.9000
2011-07-11,14.2091
2011-07-12,14.0094
2011-07-13,13.9510
2011-07-14,13.9900
2011-07-15,13.8100
2011-07-16,13.7191
2011-07-17,13.1600
2011-07-18,13.4800
2011-07-19,13.8502
2011-07-20,13.6894
2011-07-21,13.6100
2011-07-22,13.6954
2011-07-23,13.6800
2011-07-24,13.9800
2011-07-25,14.0478
2011-07-26,13.8821
2011-07-27,13.9394
2011-07-28,13.4901
2011-07-29,13.4983
2011-07-30,13.5303
2011-07-31,13.3500
2011-08-01,13.0946
2011-08-02,12.0500
2011-08-03,9.2600
2011-08-04,10.7500
2011-08-05,9.7999
2011-08-06,6.5500
2011-08-07,7.9000
2011-08-08,7.7999
2011-08-09,9.9900
2011-08-10,9.9800
2011-08-11,9.4625
2011-08-12,9.4605
2011-08-13,10.1310
2011-08-14,10.7957
2011-08-15,11.1498
2011-08-16,10.9641
2011-08-17,10.9456
2011-08-18,10.8300
2011-08-19,11.6500
2011-08-20,11.4530
2011-08-21,11.3113
2011-08-22,10.8950
2011-08-23,10.9400
2011-08-24,10.8506
2011-08-25,9.6570
2011-08-26,8.1794
2011-08-27,8.5902
2011-08-28,9.0701
2011-08-29,8.9690
2011-08-30,8.7913
2011-08-31,8.1995
2011-09-01,8.2100
2011-09-02,8.6400
2011-09-03,8.4800
2011-09-04,8.1780
2011-09-05,7.6110
2011-09-06,6.8628
2011-09-07,7.1864
2011-09-08,6.5300
2011-09-09,5.0300
2011-09-10,4.7739
2011-09-11,5.8644
2011-09-12,6.0780
2011-09-13,5.8000
2011-09-14,5.6193
2011-09-15,4.8400
2011-09-16,4.8200
2011-09-17,4.7700
2011-09-18,5.2000
2011-09-19,5.4600
2011-09-20,6.1119
2011-09-21,5.6114
2011-09-22,5.4278
2011-09-23,5.5451
2011-09-24,5.4683
2011-09-25,5.3300
2011-09-26,4.8697
2011-09-27,4.9156
2011-09-28,4.7725
2011-09-29,4.7794
2011-09-30,5.1401
2011-10-01,5.0324
2011-10-02,5.0270
2011-10-03,5.0240
2011-10-04,4.9600
2011-10-05,4.8700
2011-10-06,4.7344
2011-10-07,4.2728
2011-10-08,4.0075
2011-10-09,4.1029
2011-10-10,4.1000
2011-10-11,3.9308
2011-10-12,4.1500
2011-10-13,4.0462
2011-10-14,3.9879
2011-10-15,3.8421
2011-10-16,3.5570
2011-10-17,2.5600
2011-10-18,2.4190
2011-10-19,2.2700
2011-10-20,2.3480
2011-10-21,2.5700
2011-10-22,3.1588
2011-10-23,3.1700
2011-10-24,2.5450
2011-10-25,2.7700
2011-10-26,2.7730
2011-10-27,3.0400
2011-10-28,3.1900
2011-10-29,3.5811
2011-10-30,3.2700
2011-10-31,3.2480
2011-11-01,3.1500
2011-11-02,3.2543
2011-11-03,3.1520
2011-11-04,3.1090
2011-11-05,2.9700
2011-11-06,2.9596
2011-11-07,3.0068
2011-11-08,3.0350
2011-11-09,2.9500
2011-11-10,2.8399
2011-11-11,3.0800
2011-11-12,3.0310
2011-11-13,2.9969
2011-11-14,2.2200
2011-11-15,2.3290
2011-11-16,2.5604
2011-11-17,2.2500
2011-11-18,2.0500
2011-11-19,2.1959
2011-11-20,2.2000
2011-11-21,2.2940
2011-11-22,2.3289
2011-11-23,2.3321
2011-11-24,2.4321
2011-11-25,2.5061
2011-11-26,2.4700
2011-11-27,2.4799
2011-11-28,2.5500
2011-11-29,2.7502
2011-11-30,2.9701
2011-12-01,3.0600
2011-12-02,3.1151
2011-12-03,2.7940
2011-12-04,2.8281
2011-12-05,2.8798
2011-12-06,3.0300
2011-12-07,2.9900
2011-12-08,2.9800
2011-12-09,2.9700
2011-12-10,3.0500
2011-12-11,3.2511
2011-12-12,3.1350
2011-12-13,3.2499
2011-12-14,3.1500
2011-12-15,3.2000
2011-12-16,3.2000
2011-12-17,3.2001
2011-12-18,3.1930
2011-12-19,3.5202
2011-12-20,3.9500
2011-12-21,3.8900
2011-12-22,3.8901
2011-12-23,3.9468
2011-12-24,3.9400
2011-12-25,4.2250
2011-12-26,4.0180
2011-12-27,4.0700
2011-12-28,4.1855
2011-12-29,4.1660
2011-12-30,4.2480
2011-12-31,4.7220
2012-01-01,5.2677
2012-01-02,5.2168
2012-01-03,4.8808
2012-01-04,5.5738
2012-01-05,6.9476
2012-01-06,6.6969
2012-01-07,6.8100
2012-01-08,7.1136
2012-01-09,6.3257
2012-01-10,6.3600
2012-01-11,6.9000
2012-01-12,6.8000
2012-01-13,6.4100
2012-01-14,6.7500
2012-01-15,7.0018
2012-01-16,6.6825
2012-01-17,5.6000
2012-01-18,5.9200
2012-01-19,6.3598
2012-01-20,6.4898
2012-01-21,6.1800
2012-01-22,6.3097
2012-01-23,6.3560
2012-01-24,6.2898
2012-01-25,5.7500
2012-01-26,5.3400
2012-01-27,5.2920
2012-01-28,5.6267
2012-01-29,5.3809
2012-01-30,5.4905
2012-01-31,5.4838
2012-02-01,6.0756
2012-02-02,6.1000
2012-02-03,5.9593
2012-02-04,5.8734
2012-02-05,5.6888
2012-02-06,5.4535
2012-02-07,5.6900
2012-02-08,5.6000
2012-02-09,5.8300
2012-02-10,5.9126
2012-02-11,5.6005
2012-02-12,5.5147
2012-02-13,5.2600
2012-02-14,4.4629
2012-02-15,4.3251
2012-02-16,4.2739
2012-02-17,4.4100
2012-02-18,4.2220
2012-02-19,4.3867
2012-02-20,4.3615
2012-02-21,4.2720
2012-02-22,4.4247
2012-02-23,5.0150
2012-02-24,5.0288
2012-02-25,4.7730
2012-02-26,4.9220
2012-02-27,4.9560
2012-02-28,4.8680
2012-02-29,4.8600
2012-03-01,4.9213
2012-03-02,4.7050
2012-03-03,4.6144
2012-03-04,4.8200
2012-03-05,4.9843
2012-03-06,4.9901
2012-03-07,4.9375
2012-03-08,4.9302
2012-03-09,4.8611
2012-03-10,4.8332
2012-03-11,4.9100
2012-03-12,4.8901
2012-03-13,5.2700
2012-03-14,5.3800
2012-03-15,5.3266
2012-03-16,5.3439
2012-03-17,5.2159
2012-03-18,5.2794
2012-03-19,4.6939
2012-03-20,4.8379
2012-03-21,4.8149
2012-03-22,4.7043
2012-03-23,4.6860
2012-03-24,4.6760
2012-03-25,4.5500
2012-03-26,4.6191
2012-03-27,4.8113
2012-03-28,4.7880
2012-03-29,4.8084
2012-03-30,4.8600
2012-03-31,4.9087
2012-04-01,4.8270
2012-04-02,4.9740
2012-04-03,4.9520
2012-04-04,4.9101
2012-04-05,4.9190
2012-04-06,4.9499
2012-04-07,4.6872
2012-04-08,4.7925
2012-04-09,4.8719
2012-04-10,4.8367
2012-04-11,4.9279
2012-04-12,4.9197
2012-04-13,4.9400
2012-04-14,4.9597
2012-04-15,4.9689
2012-04-16,4.9320
2012-04-17,4.9759
2012-04-18,5.1178
2012-04-19,5.1377
2012-04-20,5.3500
2012-04-21,5.2601
2012-04-22,5.2035
2012-04-23,4.9600
2012-04-24,5.0982
2012-04-25,5.1318
2012-04-26,5.0976
2012-04-27,5.1095
2012-04-28,4.9794
2012-04-29,4.9044
2012-04-30,4.9491
2012-05-01,5.0000
2012-05-02,5.0737
2012-05-03,5.1344
2012-05-04,5.0670
2012-05-05,5.0770
2012-05-06,5.0499
2012-05-07,5.0600
2012-05-08,5.0500
2012-05-09,5.0437
2012-05-10,4.8500
2012-05-11,4.9600
2012-05-12,4.9462
2012-05-13,4.9300
2012-05-14,5.0059
2012-05-15,5.0350
2012-05-16,5.0887
2012-05-17,5.0998
2012-05-18,5.1180
2012-05-19,5.0995
2012-05-20,5.0900
2012-05-21,5.0998
2012-05-22,5.0988
2012-05-23,5.1397
2012-05-24,5.1190
2012-05-25,5.1455
2012-05-26,5.1032
2012-05-27,5.1390
2012-05-28,5.1358
2012-05-29,5.1500
2012-05-30,5.1350
2012-05-31,5.1801
2012-06-01,5.2748
2012-06-02,5.2490
2012-06-03,5.2051
2012-06-04,5.2660
2012-06-05,5.4400
2012-06-06,5.4600
2012-06-07,5.5910
2012-06-08,5.6330
2012-06-09,5.5600
2012-06-10,5.4683
2012-06-11,5.5747
2012-06-12,5.7000
2012-06-13,5.9290
2012-06-14,5.9541
2012-06-15,6.5000
2012-06-16,6.4000
2012-06-17,6.1638
2012-06-18,6.3100
2012-06-19,6.4988
2012-06-20,6.6700
2012-06-21,6.6801
2012-06-22,6.5478
2012-06-23,6.4285
2012-06-24,6.3500
2012-06-25,6.3048
2012-06-26,6.4195
2012-06-27,6.6470
2012-06-28,6.6059
2012-06-29,6.6500
2012-06-30,6.6900
2012-07-01,6.6290
2012-07-02,6.7600
2012-07-03,6.4499
2012-07-04,6.5101
2012-07-05,6.6700
2012-07-06,6.6481
2012-07-07,6.7621
2012-07-08,6.7990
2012-07-09,7.0215
2012-07-10,7.1999
2012-07-11,7.1500
2012-07-12,7.7644
2012-07-13,7.6651
2012-07-14,7.5421
2012-07-15,7.6210
2012-07-16,8.4996
2012-07-17,8.8000
2012-07-18,9.1098
2012-07-19,8.8700
2012-07-20,8.5200
2012-07-21,8.8455
2012-07-22,8.4096
2012-07-23,8.4457
2012-07-24,8.6000
2012-07-25,8.8000
2012-07-26,8.9000
2012-07-27,8.9000
2012-07-28,8.8881
2012-07-29,8.7103
2012-07-30,9.0980
2012-07-31,9.3500
2012-08-01,9.5503
2012-08-02,10.5300
2012-08-03,10.9700
2012-08-04,10.9840
2012-08-05,10.8700
2012-08-06,10.8552
2012-08-07,11.1000
2012-08-08,11.0553
2012-08-09,11.0611
2012-08-10,11.3864
2012-08-11,11.5102
2012-08-12,11.6240
2012-08-13,12.0375
2012-08-14,12.1900
2012-08-15,13.2500
2012-08-16,13.5000
2012-08-17,11.5836
2012-08-18,11.6100
2012-08-19,8.0000
2012-08-20,10.1000
2012-08-21,9.9150
2012-08-22,9.8068
2012-08-23,10.1000
2012-08-24,10.6000
2012-08-25,10.5239
2012-08-26,10.6100
2012-08-27,10.9500
2012-08-28,10.9400
2012-08-29,10.9169
2012-08-30,10.7770
2012-08-31,10.1600
2012-09-01,9.9654
2012-09-02,10.2041
2012-09-03,10.5300
2012-09-04,10.3847
2012-09-05,10.9997
2012-09-06,11.1810
2012-09-07,11.0000
2012-09-08,11.0370
2012-09-09,11.0200
2012-09-10,11.1700
2012-09-11,11.3308
2012-09-12,11.3649
2012-09-13,11.3990
2012-09-14,11.6700
2012-09-15,11.7500
2012-09-16,11.8700
2012-09-17,11.8900
2012-09-18,12.2500
2012-09-19,12.5725
2012-09-20,12.2825
2012-09-21,12.3680
2012-09-22,12.2378
2012-09-23,12.1933
2012-09-24,12.1000
2012-09-25,12.1970
2012-09-26,12.2700
2012-09-27,12.3089
2012-09-28,12.3910
2012-09-29,12.3631
2012-09-30,12.4000
2012-10-01,12.4000
2012-10-02,12.8400
2012-10-03,12.8900
2012-10-04,12.8500
2012-10-05,12.6880
2012-10-06,12.5050
2012-10-07,11.8000
2012-10-08,11.7781
2012-10-09,11.8950
2012-10-10,12.1200
2012-10-11,12.0300
2012-10-12,12.0000
2012-10-13,11.8610
2012-10-14,11.7389
2012-10-15,11.8381
2012-10-16,11.8499
2012-10-17,11.8100
2012-10-18,11.9398
2012-10-19,11.7401
2012-10-20,11.7399
2012-10-21,11.6311
2012-10-22,11.7101
2012-10-23,11.6500
2012-10-24,11.6500
2012-10-25,10.8616
2012-10-26,10.1706
2012-10-27,10.2605
2012-10-28,10.7000
2012-10-29,10.6000
2012-10-30,10.8875
2012-10-31,11.2010
2012-11-01,10.5700
2012-11-02,10.4688
2012-11-03,10.6425
2012-11-04,10.8001
2012-11-05,10.7480
2012-11-06,10.8990
2012-11-07,10.9200
2012-11-08,10.9250
2012-11-09,10.8150
2012-11-10,10.8900
2012-11-11,10.8687
2012-11-12,11.0080
2012-11-13,10.9512
2012-11-14,10.9500
2012-11-15,11.1977
2012-11-16,11.7489
2012-11-17,11.7889
2012-11-18,11.6515
2012-11-19,11.7999
2012-11-20,11.7328
2012-11-21,11.7700
2012-11-22,12.4219
2012-11-23,12.3450
2012-11-24,12.4115
2012-11-25,12.4821
2012-11-26,12.2455
2012-11-27,12.2000
2012-11-28,12.3477
2012-11-29,12.4500
2012-11-30,12.5650
2012-12-01,12.5620
2012-12-02,12.5000
2012-12-03,12.6790
2012-12-04,13.4100
2012-12-05,13.3800
2012-12-06,13.2990
2012-12-07,13.4999
2012-12-08,13.4201
2012-12-09,13.3880
2012-12-10,13.4334
2012-12-11,13.5570
2012-12-12,13.6989
2012-12-13,13.7001
2012-12-14,13.6000
2012-12-15,13.4901
2012-12-16,13.3000
2012-12-17,13.2501
2012-12-18,13.2990
2012-12-19,13.5990
2012-12-20,13.5246
2012-12-21,13.5000
2012-12-22,13.3714
2012-12-23,13.3120
2012-12-24,13.3800
2012-12-25,13.3500
2012-12-26,13.4679
2012-12-27,13.4217
2012-12-28,13.4212
2012-12-29,13.4000
2012-12-30,13.4500
2012-12-31,13.5100
2013-01-01,13.3041
2013-01-02,13.2800
2013-01-03,13.3979
2013-01-04,13.5000
2013-01-05,13.4400
2013-01-06,13.4540
2013-01-07,13.5876
2013-01-08,13.7428
2013-01-09,13.7700
2013-01-10,14.1400
2013-01-11,14.1370
2013-01-12,14.2370
2013-01-13,14.1160
2013-01-14,14.3000
2013-01-15,14.2500
2013-01-16,14.7300
2013-01-17,15.5000
2013-01-18,15.7050
2013-01-19,15.6150
2013-01-20,15.7000
2013-01-21,16.8000
2013-01-22,17.2614
2013-01-23,17.5000
2013-01-24,16.8960
2013-01-25,17.4000
2013-01-26,17.8800
2013-01-27,17.8182
2013-01-28,18.7210
2013-01-29,19.5254
2013-01-30,19.7000
2013-01-31,20.4100
2013-02-01,20.4990
2013-02-02,19.6300
2013-02-03,20.5900
2013-02-04,20.4301
2013-02-05,20.6000
2013-02-06,21.1800
2013-02-07,22.1500
2013-02-08,22.6600
2013-02-09,23.6500
2013-02-10,23.9698
2013-02-11,24.6500
2013-02-12,25.1698
2013-02-13,24.2000
2013-02-14,27.2205
2013-02-15,27.1000
2013-02-16,27.2158
2013-02-17,26.8146
2013-02-18,26.9500
2013-02-19,29.4176
2013-02-20,29.6450
2013-02-21,29.7477
2013-02-22,30.2454
2013-02-23,29.8000
2013-02-24,29.8900
2013-02-25,30.4000
2013-02-26,31.1000
2013-02-27,30.9012
2013-02-28,33.3800
2013-03-01,34.5000
2013-03-02,34.2500
2013-03-03,34.5000
2013-03-04,36.1520
2013-03-05,40.3300
2013-03-06,41.0201
2013-03-07,42.0000
2013-03-08,44.1800
2013-03-09,46.8500
2013-03-10,46.0000
2013-03-11,48.4000
2013-03-12,44.2899
2013-03-13,46.9200
2013-03-14,47.1696
2013-03-15,46.9500
2013-03-16,47.0002
2013-03-17,47.4000
2013-03-18,51.6000
2013-03-19,59.1400
2013-03-20,64.4888
2013-03-21,70.8500
2013-03-22,69.8650
2013-03-23,64.3500
2013-03-24,71.5000
2013-03-25,73.6000
2013-03-26,78.5000
2013-03-27,88.9200
2013-03-28,86.1800
2013-03-29,90.5000
2013-03-30,92.1900
2013-03-31,93.0300
2013-04-01,104.0000
2013-04-02,117.9800
2013-04-03,135.0000
2013-04-04,132.1200
2013-04-05,142.3236
2013-04-06,142.6311
2013-04-07,162.3010
2013-04-08,187.5000
2013-04-09,230.0000
2013-04-10,165.0000
2013-04-11,124.9000
2013-04-12,117.0000
2013-04-13,93.0000
2013-04-14,90.0000
2013-04-15,82.3860
2013-04-16,68.3557
2013-04-17,93.0700
2013-04-18,109.0100
2013-04-19,118.4800
2013-04-20,126.6155
2013-04-21,119.2000
2013-04-22,127.4000
2013-04-23,143.4750
2013-04-24,154.2000
2013-04-25,141.7100
2013-04-26,136.9000
2013-04-27,128.0001
2013-04-28,134.4444
2013-04-29,143.9999
2013-04-30,139.2269
2013-05-01,116.3800
2013-05-02,106.2500
2013-05-03,98.1000
2013-05-04,112.9000
2013-05-05,115.9800
2013-05-06,112.2500
2013-05-07,109.6001
2013-05-08,113.2000
2013-05-09,112.7990
2013-05-10,117.7000
2013-05-11,115.6400
2013-05-12,114.8200
2013-05-13,117.9797
2013-05-14,111.4000
2013-05-15,114.2200
2013-05-16,118.2100
2013-05-17,123.5000
2013-05-18,123.2110
2013-05-19,122.5000
2013-05-20,122.0200
2013-05-21,122.8900
2013-05-22,123.8000
2013-05-23,126.3000
2013-05-24,133.1000
2013-05-25,131.9860
2013-05-26,133.5000
2013-05-27,129.7700
2013-05-28,129.0000
2013-05-29,132.2500
2013-05-30,128.7990
2013-05-31,128.8151
2013-06-01,129.3000
2013-06-02,122.5000
2013-06-03,120.7372
2013-06-04,121.4000
2013-06-05,121.9000
2013-06-06,118.9699
2013-06-07,111.0000
2013-06-08,107.8924
2013-06-09,100.4374
2013-06-10,106.3500
2013-06-11,109.0000
2013-06-12,108.7759
2013-06-13,103.9490
2013-06-14,100.0000
2013-06-15,99.8000
2013-06-16,99.9000
2013-06-17,101.9500
2013-06-18,107.3500
2013-06-19,108.2510
2013-06-20,111.2900
2013-06-21,109.5000
2013-06-22,108.2000
2013-06-23,107.9000
2013-06-24,102.0900
2013-06-25,103.3293
2013-06-26,104.0000
2013-06-27,101.7368
2013-06-28,94.6600
2013-06-29,94.9990
2013-06-30,97.5100
2013-07-01,84.6069
2013-07-02,87.6562
2013-07-03,76.8901
2013-07-04,77.6850
2013-07-05,66.3400
2013-07-06,66.8550
2013-07-07,72.5053
2013-07-08,74.5600
2013-07-09,74.2250
2013-07-10,84.5150
2013-07-11,91.2200
2013-07-12,88.4650
2013-07-13,91.3888
2013-07-14,90.3713
2013-07-15,93.1400
2013-07-16,92.7415
2013-07-17,90.5425
2013-07-18,85.4298
2013-07-19,85.7775
2013-07-20,85.6675
2013-07-21,85.4725
2013-07-22,86.0862
2013-07-23,86.9389
2013-07-24,87.4575
2013-07-25,89.4100
2013-07-26,90.6325
2013-07-27,89.0975
2013-07-28,92.1000
2013-07-29,93.2981
2013-07-30,96.3100
2013-07-31,97.9150
2013-08-01,96.4175
2013-08-02,97.2400
2013-08-03,96.6600
2013-08-04,96.6000
2013-08-05,96.9200
2013-08-06,97.1331
2013-08-07,96.9200
2013-08-08,94.7750
2013-08-09,93.3600
2013-08-10,93.2875
2013-08-11,94.1625
2013-08-12,95.0850
2013-08-13,97.9021
2013-08-14,97.9600
2013-08-15,97.5450
2013-08-16,98.3300
2013-08-17,99.5650
2013-08-18,98.8450
2013-08-19,102.2997
2013-08-20,105.0125
2013-08-21,111.4450
2013-08-22,109.7300
2013-08-23,107.5475
2013-08-24,108.6875
2013-08-25,111.7950
2013-08-26,112.2300
2013-08-27,117.4461
2013-08-28,117.5900
2013-08-29,117.5227
2013-08-30,123.2332
2013-08-31,129.4600
2013-09-01,128.2597
2013-09-02,127.3648
2013-09-03,127.5915
2013-09-04,120.5738
2013-09-05,120.5333
2013-09-06,116.3210
2013-09-07,119.0547
2013-09-08,116.5950
2013-09-09,120.0188
2013-09-10,121.4580
2013-09-11,125.4518
2013-09-12,125.7598
2013-09-13,126.5072
2013-09-14,124.0813
2013-09-15,124.5783
2013-09-16,125.0618
2013-09-17,125.9683
2013-09-18,126.3045
2013-09-19,124.1937
2013-09-20,122.9008
2013-09-21,122.6435
2013-09-22,122.6510
2013-09-23,122.2235
2013-09-24,122.5383
